parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
LITA,IBARRA,frejol,ssp370,2041-2060,0.5554,8.8500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SALINAS,IBARRA,frejol,ssp370,2041-2060,0.8380,157.5300,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN ANTONIO,IBARRA,frejol,ssp370,2041-2060,0.8309,57.4200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,frejol,ssp370,2041-2060,0.8425,40.8100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,frejol,ssp370,2041-2060,0.8309,8.5000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,frejol,ssp370,2041-2060,0.8309,21.5400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,frejol,ssp370,2041-2060,0.8309,2.1000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,frejol,ssp370,2041-2060,0.8400,57.1000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,frejol,ssp370,2041-2060,0.8425,181.0400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,frejol,ssp370,2041-2060,0.8014,119.9800,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,frejol,ssp370,2041-2060,0.6164,152.0300,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,frejol,ssp370,2041-2060,0.8416,10.3400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,frejol,ssp370,2041-2060,0.7494,123.0400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,frejol,ssp370,2041-2060,0.8377,94.8400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
QUIROGA,COTACACHI,frejol,ssp370,2041-2060,0.8580,64.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,frejol,ssp370,2041-2060,0.7222,68.3200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,frejol,ssp370,2041-2060,0.7494,83.3800,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
OTAVALO,OTAVALO,frejol,ssp370,2041-2060,0.8400,42.4100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,frejol,ssp370,2041-2060,0.8400,21.7700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,frejol,ssp370,2041-2060,0.8395,0.4100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,frejol,ssp370,2041-2060,0.8356,0.1100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,frejol,ssp370,2041-2060,0.8549,0.2900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,frejol,ssp370,2041-2060,0.8510,286.5000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN JUAN DE ILUMAN,OTAVALO,frejol,ssp370,2041-2060,0.8400,64.7900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN PABLO,OTAVALO,frejol,ssp370,2041-2060,0.8426,1.4600,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,frejol,ssp370,2041-2060,0.8395,0.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,frejol,ssp370,2041-2060,0.7545,119.8000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PIMAMPIRO,PIMAMPIRO,frejol,ssp370,2041-2060,0.8154,73.0100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
CHUGA,PIMAMPIRO,frejol,ssp370,2041-2060,0.6312,4.4600,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,frejol,ssp370,2041-2060,0.7823,15.7200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,frejol,ssp370,2041-2060,0.6841,0.0700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.8309,27.2200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.8476,0.6000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.6153,4.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.8381,22.8700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.8381,5.6700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,frejol,ssp370,2041-2060,0.8381,17.6900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,quinua,ssp370,2041-2060,0.6821,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
AMBUQUI,IBARRA,quinua,ssp370,2041-2060,0.6566,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,quinua,ssp370,2041-2060,0.7246,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA CAROLINA,IBARRA,quinua,ssp370,2041-2060,0.4413,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,quinua,ssp370,2041-2060,0.6979,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,quinua,ssp370,2041-2060,0.1740,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,quinua,ssp370,2041-2060,0.6707,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,quinua,ssp370,2041-2060,0.6756,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,quinua,ssp370,2041-2060,0.7030,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,quinua,ssp370,2041-2060,0.6756,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,quinua,ssp370,2041-2060,0.6756,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,quinua,ssp370,2041-2060,0.6756,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,quinua,ssp370,2041-2060,0.7132,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
COTACACHI,COTACACHI,quinua,ssp370,2041-2060,0.7030,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
APUELA,COTACACHI,quinua,ssp370,2041-2060,0.7010,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GARCIA MORENO,COTACACHI,quinua,ssp370,2041-2060,0.3575,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,quinua,ssp370,2041-2060,0.7217,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,quinua,ssp370,2041-2060,0.5218,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,quinua,ssp370,2041-2060,0.7319,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
QUIROGA,COTACACHI,quinua,ssp370,2041-2060,0.7443,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SEIS DE JULIO DE CUELLAJE,COTACACHI,quinua,ssp370,2041-2060,0.5236,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
VACAS GALINDO,COTACACHI,quinua,ssp370,2041-2060,0.5218,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,quinua,ssp370,2041-2060,0.7132,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
DR. MIGUEL EGAS CABEZAS,OTAVALO,quinua,ssp370,2041-2060,0.7132,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,quinua,ssp370,2041-2060,0.7108,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,quinua,ssp370,2041-2060,0.7144,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,quinua,ssp370,2041-2060,0.7185,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,quinua,ssp370,2041-2060,0.7452,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JUAN DE ILUMAN,OTAVALO,quinua,ssp370,2041-2060,0.7132,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN PABLO,OTAVALO,quinua,ssp370,2041-2060,0.6979,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN RAFAEL,OTAVALO,quinua,ssp370,2041-2060,0.7108,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,quinua,ssp370,2041-2060,0.5408,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,quinua,ssp370,2041-2060,0.7271,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,quinua,ssp370,2041-2060,0.5487,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,quinua,ssp370,2041-2060,0.7165,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,quinua,ssp370,2041-2060,0.5984,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.6448,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.7282,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.5101,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.6879,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.6879,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
TUMBABIRO,SAN MIGUEL DE URCUQUI,quinua,ssp370,2041-2060,0.6879,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,papa,ssp370,2061-2080,0.5186,98.4700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,papa,ssp370,2061-2080,0.4892,46.0400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
ANGOCHAGUA,IBARRA,papa,ssp370,2061-2080,0.6296,106.2500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA CAROLINA,IBARRA,papa,ssp370,2061-2080,0.3682,11.8900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Alta,0.0350,0.1850,0.7800,0.8725
LA ESPERANZA,IBARRA,papa,ssp370,2061-2080,0.5945,8.8400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,papa,ssp370,2061-2080,0.1879,0.1800,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,papa,ssp370,2061-2080,0.4957,3.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ANTONIO,IBARRA,papa,ssp370,2061-2080,0.5147,1.0700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,papa,ssp370,2061-2080,0.5847,1.3300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
IMBAYA,ANTONIO ANTE,papa,ssp370,2061-2080,0.5147,0.1800,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,papa,ssp370,2061-2080,0.5147,0.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,papa,ssp370,2061-2080,0.5147,1.4400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ROQUE,ANTONIO ANTE,papa,ssp370,2061-2080,0.6132,0.7300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,papa,ssp370,2061-2080,0.5847,1.3300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
APUELA,COTACACHI,papa,ssp370,2061-2080,0.5900,0.3700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,papa,ssp370,2061-2080,0.2532,0.0500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,papa,ssp370,2061-2080,0.6135,4.4900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PENAHERRERA,COTACACHI,papa,ssp370,2061-2080,0.4294,0.3200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,papa,ssp370,2061-2080,0.6094,0.4700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,papa,ssp370,2061-2080,0.6175,0.9700,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,papa,ssp370,2061-2080,0.3748,3.8500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Alta,0.0910,0.3290,0.5800,0.7445
VACAS GALINDO,COTACACHI,papa,ssp370,2061-2080,0.4294,0.0500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,papa,ssp370,2061-2080,0.6132,45.9200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
DR. MIGUEL EGAS CABEZAS,OTAVALO,papa,ssp370,2061-2080,0.6132,8.1900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
EUGENIO ESPEJO,OTAVALO,papa,ssp370,2061-2080,0.6145,21.2300,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
GONZALEZ SUAREZ,OTAVALO,papa,ssp370,2061-2080,0.6358,67.2900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PATAQUI,OTAVALO,papa,ssp370,2061-2080,0.5885,5.5200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN JOSE DE QUICHINCHE,OTAVALO,papa,ssp370,2061-2080,0.5965,12.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN JUAN DE ILUMAN,OTAVALO,papa,ssp370,2061-2080,0.6132,0.7500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,papa,ssp370,2061-2080,0.5945,120.4200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,papa,ssp370,2061-2080,0.6145,37.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SELVA ALEGRE,OTAVALO,papa,ssp370,2061-2080,0.4739,0.5100,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,papa,ssp370,2061-2080,0.5732,10.1900,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CHUGA,PIMAMPIRO,papa,ssp370,2061-2080,0.5865,0.7400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,papa,ssp370,2061-2080,0.6613,52.6000,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,papa,ssp370,2061-2080,0.5742,11.3600,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
URCUQUI,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.4586,5.2400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
CAHUASQUI,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.5749,1.9200,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.3954,0.5400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
PABLO ARENAS,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.5736,4.9500,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.5736,3.2100,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
TUMBABIRO,SAN MIGUEL DE URCUQUI,papa,ssp370,2061-2080,0.5736,5.0400,-109.7513,73.0900,2047680000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,maiz,ssp370,2061-2080,0.6919,851.8500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,maiz,ssp370,2061-2080,0.6272,70.8700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,maiz,ssp370,2061-2080,0.7361,133.1000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,maiz,ssp370,2061-2080,0.5694,0.2900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,maiz,ssp370,2061-2080,0.7151,166.3000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
LITA,IBARRA,maiz,ssp370,2061-2080,0.4428,1221.0000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SALINAS,IBARRA,maiz,ssp370,2061-2080,0.6695,45.4700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,maiz,ssp370,2061-2080,0.6786,132.4300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
